course_id,course_title,url,price,level,content_duration,subject
910650,Forex Trading: Comprehensive & Concise Forex Trading Course,https://www.udemy.com/forex-trading-comprehensive-concise-forex-trading-course/,160,All Levels,3.5 hours,Business Finance
1079040,Leaps Options Trading System - Diagonal Leaps Options Spread,https://www.udemy.com/leaps-options-trading-system-diagonal-leaps-options-spread/,200,All Levels,1 hour,Business Finance
109622,Finance - Ratios Analysis & Interpretations,https://www.udemy.com/financial-ratios/,30,Beginner Level,2.5 hours,Business Finance
881378,Forex Trading -  Learn to Trade From Scratch!,https://www.udemy.com/forex-trading-ultimate-course-to-get-you-started/,20,Beginner Level,1.5 hours,Business Finance
474150,Technical Analysis tools for Stocks and Options trading,https://www.udemy.com/technical-analysis-tools-for-stock-trading-and-options-trading/,40,All Levels,1.5 hours,Business Finance
1046724,Quantitative Trading Analysis with R,https://www.udemy.com/quantitative-trading-analysis-with-r/,50,All Levels,7.5 hours,Business Finance
1095116,Penny Stocks King: How 2 really Trade Penny Stocks (6 Hours),https://www.udemy.com/charting-for-penny-stocks-technical-analysis-best-penny-stocks-buy/,200,All Levels,6 hours,Business Finance
233900,Get Started With Penny Stocks -Step by Step Guide to Trading,https://www.udemy.com/trading-penny-stocks-advanced-strategies/,200,All Levels,2 hours,Business Finance
116128,CPA 101: How To Master Affiliate Marketing In No Time,https://www.udemy.com/cpa-marketing-101/,100,All Levels,1.5 hours,Business Finance
1249164,Corporate Internal Controls and Fraud Controls,https://www.udemy.com/corporate-internal-controls-fraud-controls/,50,Intermediate Level,2 hours,Business Finance
877106,"Forex trading tactics, that work!",https://www.udemy.com/forex-trading-tactics-that-work/,20,Beginner Level,36 mins,Business Finance
65105,Professional Risk Manager (PRM) Certification: Level 2,https://www.udemy.com/professional-risk-manager-prm-certification-level-2/,50,All Levels,7.5 hours,Business Finance
889066,Trading Options Basics,https://www.udemy.com/trading-options-basics/,200,Beginner Level,1.5 hours,Business Finance
28172,Practical Trading on Financial Futures & Options Markets,https://www.udemy.com/getting-started-with-option-spreads/,50,Beginner Level,4 hours,Business Finance
257996,Bookkeeping made simple,https://www.udemy.com/bookkeeping-essentials/,30,Beginner Level,1 hour,Business Finance
811534,The Visual Learning Basic Accounting Course,https://www.udemy.com/the-visual-learning-basic-accounting-course/,20,Beginner Level,1 hour,Business Finance
95176,ChalkTalk: Financial Accounting,https://www.udemy.com/chalk-talk-accounting/,20,All Levels,3.5 hours,Business Finance
880564,The 7 fundamentals to Successful Cashflow Management,https://www.udemy.com/successful-cashflow-management/,25,All Levels,1 hour,Business Finance
613944,How to trade options,https://www.udemy.com/how-to-trade-options/,45,Intermediate Level,43 mins,Business Finance
1208148,Coaching Course:Investment Analysis for your clients,https://www.udemy.com/coaching-courseinvestment-analysis-for-your-clientsjoanne/,200,Intermediate Level,34 mins,Business Finance
24815,Harnessing the Power of Growth Stocks,https://www.udemy.com/harnessing-the-power-of-growth-stocks/,50,Intermediate Level,2 hours,Business Finance
736836,The Investment Banking Recruitment Series,https://www.udemy.com/investmentbanking/,40,All Levels,3.5 hours,Business Finance
462474,Business Banking 101,https://www.udemy.com/business-banking-101/,25,All Levels,1.5 hours,Business Finance
73938,CFA Level I Workshop 2: Financial Reporting & Analysis I ,https://www.udemy.com/cfa-workshop-2/,20,All Levels,1 hour,Business Finance
158444,Breakout Patterns Workshop by Pattern Trader,https://www.udemy.com/breakout-patterns-workshop-by-pattern-trader/,60,All Levels,1.5 hours,Business Finance
577198,Asset Protection Using Offshore Companies,https://www.udemy.com/asset-protection-using-offshore-companies/,20,All Levels,1 hour,Business Finance
993160,Get Credit for Your EIN That's Not Linked to Your SSN,https://www.udemy.com/business-credit/,20,Beginner Level,1.5 hours,Business Finance
233294,Financial Translation,https://www.udemy.com/financial-translation/,20,Beginner Level,1.5 hours,Business Finance
281844,How to Pick Stocks,https://www.udemy.com/pickwinningstocks/,20,All Levels,1.5 hours,Business Finance
1072156,Binary Beginners Mastery Strategy.,https://www.udemy.com/binary-beginners-mastery-strategy/,0,Beginner Level,1 hour,Business Finance
607362,Accounting 101-Master Class for Understanding Business,https://www.udemy.com/master-key-financial-indicators-and-build-business-success/,20,All Levels,2.5 hours,Business Finance
1069866,High-Frequency Trading & Dark Pools,https://www.udemy.com/high-frequency-trading-dark-pools/,40,Beginner Level,2 hours,Business Finance
25794,How To Crowdfund,https://www.udemy.com/how-to-crowdfund/,30,All Levels,1.5 hours,Business Finance
387348,Financial Statement Fundamentals for Small Biz & Investors,https://www.udemy.com/financial-statement-fundamentals/,30,Beginner Level,3 hours,Business Finance
475912,Master The Stock Market with practice,https://www.udemy.com/master-the-stock-market-with-practice/,35,All Levels,2 hours,Business Finance
332690,Introduction to Trade Theory (Technical Analysis) For Stocks,https://www.udemy.com/intro-price-theory-klatch-tminr/,20,Beginner Level,1 hour,Business Finance
830870,Forex Trading For Beginners: Technical Trading,https://www.udemy.com/forex-trading-for-beginners-technical-trading/,0,Beginner Level,2 hours,Business Finance
199822,IAS 12 - Accounting for Income Taxes (Basics),https://www.udemy.com/ias-12-accounting-for-income-taxes-basics/,0,All Levels,4.5 hours,Business Finance
56058,Surpassing Your Kickstarter Goals,https://www.udemy.com/surpassing-your-kickstarter-goals/,30,All Levels,1 hour,Business Finance
587232,Simple Linear Regression Analysis ( A Complete Course ),https://www.udemy.com/macro-economic-concepts/,200,All Levels,1.5 hours,Business Finance
398798,Forex: Learn to Trade Forex and FX Consistently,https://www.udemy.com/forex-learn-to-trade-forex-and-fx-consistently/,50,All Levels,5.5 hours,Business Finance
130366,Trading: High-ROI Trading,https://www.udemy.com/the-high-roi-trading-video-course/,190,Intermediate Level,12.5 hours,Business Finance
530430,Fundraising 101,https://www.udemy.com/fundraising101/,95,Beginner Level,1 hour,Business Finance
615204,Professional Bookkeeping & Accounting 2 - Bank Daybook,https://www.udemy.com/professional-bookkeeping-accounting-2-petty-cash-bank/,35,All Levels,2 hours,Business Finance
441016,Filing with Companies House UK,https://www.udemy.com/filing-with-companies-house-uk/,30,All Levels,1 hour,Business Finance
598722,"Build, Grow, and Protect Your Assets: A Step-by-Step Guide",https://www.udemy.com/ron-delegges-crash-course-for-investors/,195,All Levels,3.5 hours,Business Finance
1225674,The Advantages of ETF Options and Index Options Trading,https://www.udemy.com/learn-etf-options-and-index-options-trading/,60,Intermediate Level,1 hour,Business Finance
1167536,Learn to Trade Forex - from Beginner to Professional,https://www.udemy.com/learn-to-trade-forex-from-only-10-minutes-a-day/,195,All Levels,12.5 hours,Business Finance
979616,"Investing In Stocks For Big Gains, Fundamental Investing",https://www.udemy.com/fundamental-analysis-of-stocks/,200,All Levels,2 hours,Business Finance
528488,Introduction to Equity Markets,https://www.udemy.com/introduction-to-equity-markets/,0,Beginner Level,6.5 hours,Business Finance
832832,Beginners Guide To Ichimoku Trading,https://www.udemy.com/ichimoku/,20,All Levels,1 hour,Business Finance
256094,Financial Management - Ratio Analysis,https://www.udemy.com/financial-ratio-analysis/,20,Beginner Level,5.5 hours,Business Finance
975074,ALGOTECH Hedge Fund Method for Stock Market Trading,https://www.udemy.com/algotech-hedge-fund-method-for-stock-market/,20,All Levels,19 mins,Business Finance
436488,Futures/Commodity Trading,https://www.udemy.com/futurestrading/,50,All Levels,5.5 hours,Business Finance
72644,Complete Claritas Investment Certificate,https://www.udemy.com/claritas-investment-certificate/,50,All Levels,11.5 hours,Business Finance
980408,Introduction to the economics of public services regulation,https://www.udemy.com/introduction-to-the-economics-of-public-services-regulation/,80,Intermediate Level,8 hours,Business Finance
343886,Accounting Standard 3 - An Analysis,https://www.udemy.com/learn-cash-flow-analysis/,25,Intermediate Level,1 hour,Business Finance
837322,Essentials of money value: Get a financial Life !,https://www.udemy.com/essentials-of-money-value/,20,All Levels,37 mins,Business Finance
1157298,Introduction to Forex Trading Business For Beginners,https://www.udemy.com/introduction-to-forex-trading-business-for-beginners/,20,Beginner Level,1.5 hours,Business Finance
1282064,Cryptocurrency (BTC & ETH) Investment & Trading Course 2017,https://www.udemy.com/cryptocurrency-btc-eth-investment-trading-course-2017/,20,Beginner Level,2.5 hours,Business Finance
1247992,Introduction to Project Management for Finance and Acct'g,https://www.udemy.com/introduction-to-project-management-m/,50,Beginner Level,2 hours,Business Finance
1251582,Best Practices in Corporate Budgeting,https://www.udemy.com/best-practices-corporate-budgeting/,50,Intermediate Level,2 hours,Business Finance
1258666,Financial Statement Auditing Cycles,https://www.udemy.com/financial-statement-auditing-cycles/,50,Intermediate Level,2 hours,Business Finance
1168172,Case studies on credit appraisal for bankers,https://www.udemy.com/case-studies-on-credit-appraisal-for-bankers/,20,Beginner Level,3.5 hours,Business Finance
1233314,Building a Balanced Scorecard,https://www.udemy.com/building-balanced-scorecard/,50,Intermediate Level,2 hours,Business Finance
1276182,Options Trading Foundation: Your journey to competency...,https://www.udemy.com/option-trading-foundation-your-journey-to-competency/,95,Intermediate Level,1 hour,Business Finance
1187084,Forex how traders beat the markest with little experience,https://www.udemy.com/forex-how-traders-beat-the-markest-with-little-experience/,100,All Levels,1 hour,Business Finance
1084454,CFA Level 2- Quantitative Methods,https://www.udemy.com/cfa-level-2-quantitative-methods/,40,All Levels,5.5 hours,Business Finance
885413,Foundations of Investing,https://www.udemy.com/foundations-of-investing/,40,Beginner Level,2 hours,Business Finance
178602,Capital Market Road Map,https://www.udemy.com/capital-market-road-map/,50,All Levels,4 hours,Business Finance
601912,TRADING: 5K CHALLENGE,https://www.udemy.com/trading_course/,55,Intermediate Level,1 hour,Business Finance
831170,CurrencyFair - Avoid Bank Charges when converting currencies,https://www.udemy.com/currencyfair-currency-exchange/,0,All Levels,40 mins,Business Finance
327788,Bitcoin - A Comprehensive Guide,https://www.udemy.com/bitcoin-a-comprehensive-guide/,20,All Levels,2.5 hours,Business Finance
324656,Forex Trading,https://www.udemy.com/how-to-trade-forex/,95,All Levels,4.5 hours,Business Finance
1220862,"The True ' Secret Sauce  For Stock Market Success""",https://www.udemy.com/stockmarketsuccesssecretsauce/,200,All Levels,3 hours,Business Finance
403628,Bookkeeping to Command Senior Bookkeeping Wages,https://www.udemy.com/bookkeeping-to-command-senior-bookkeeping-wages/,55,All Levels,4.5 hours,Business Finance
280842,Take Your Career to the Next Level with MBA Finance,https://www.udemy.com/take-your-career-to-the-next-level-with-mba-finance/,50,All Levels,2 hours,Business Finance
306360,How to Read Financial Statements:  Build Financial Literacy.,https://www.udemy.com/learn-how-to-read-financial-statements/,25,Beginner Level,1.5 hours,Business Finance
521234,Accounting Books of Accounts (College Level),https://www.udemy.com/books-of-accounts/,20,All Levels,1.5 hours,Business Finance
327962,Forex Trading Profitably,https://www.udemy.com/learn-how-to-make-1000s-a-day-forex-trading-in-under-1-hour/,20,All Levels,40 mins,Business Finance
790034,Learn How to Trade Pump and Dumps. 5 Setups Well Explained.,https://www.udemy.com/how-to-trade-pump-and-dumps/,50,All Levels,2 hours,Business Finance
400976,Bitcoin Trading 101,https://www.udemy.com/bitcoin-trading/,95,All Levels,2 hours,Business Finance
892446,Visualizing Data,https://www.udemy.com/visualizing-data/,40,Intermediate Level,6.5 hours,Business Finance
322118,IFRS Financial Reporting,https://www.udemy.com/ifrs-financial-reporting/,55,All Levels,3.5 hours,Business Finance
1029062,Forex Trading System: Correlation EUR/GBP vs GBP/USD,https://www.udemy.com/forex-trading-correlation-strategy-eurgbp-gbpusd/,50,Intermediate Level,1 hour,Business Finance
1048496,"SAP Crystal Reports:Master-Detail,Cross-Tab,Sub-Reports",https://www.udemy.com/sap-crystal-reportsmaster-detailcross-tabsub-reports/,50,All Levels,2 hours,Business Finance
501502,Learn Financial Accounting Different,https://www.udemy.com/learn-financial-accounting-different/,20,All Levels,6 hours,Business Finance
74004,CFA Level I Workshop 4: Fixed Income and Equity,https://www.udemy.com/cfa-workshop-4/,20,All Levels,1.5 hours,Business Finance
226084,"IAS37 - Provisions, Contingents Liabilities & Assets",https://www.udemy.com/ias37-provisions-contingents-liabilities-assets/,0,All Levels,4 hours,Business Finance
968056,What You Should Know to Become a Trader,https://www.udemy.com/what-you-should-know-to-become-a-trader/,125,All Levels,1.5 hours,Business Finance
1107904,Financial Reporting A Comprehensive Study,https://www.udemy.com/financial-reporting-a-comprehensive-study/,50,All Levels,8 hours,Business Finance
691180,An Abundance Mindset: How to Craft Yours,https://www.udemy.com/mindset-of-a-6-figure-income-earner-how-to-craft-yours/,50,Beginner Level,4.5 hours,Business Finance
843536,Forex Trading Profit 183%p.a : Trend is Our Friend-ALGOTREND,https://www.udemy.com/forex-robot-trading-trend-is-our-friend-algo-trend/,120,All Levels,36 mins,Business Finance
532836,How to Build a Massive Retirement Plan from Scratch!,https://www.udemy.com/take-the-bulletproof-401k-super-charger-rat-race-off-ramp/,200,Beginner Level,2 hours,Business Finance
493014,Financial modeling: Build a forward looking financial model,https://www.udemy.com/how-to-make-an-integrated-financial-model/,20,All Levels,2 hours,Business Finance
955748,Trading for Beginners - Entry Level,https://www.udemy.com/trading-for-beginners-tier-1/,0,Beginner Level,1.5 hours,Business Finance
49798,Bitcoin or How I Learned to Stop Worrying and Love Crypto,https://www.udemy.com/bitcoin-or-how-i-learned-to-stop-worrying-and-love-crypto/,0,All Levels,8 hours,Business Finance
429662,Trend Following Stocks: A Complete Trading System,https://www.udemy.com/trend-following/,95,Expert Level,3.5 hours,Business Finance
97338,Forex Basics,https://www.udemy.com/forex-basics/,0,Beginner Level,3.5 hours,Business Finance
510178,Accounting Bank Reconciliation Statement (College Level),https://www.udemy.com/bankreconciliationstatement/,20,All Levels,1.5 hours,Business Finance
1002282,Bitcoin - Ethereum: Trading -Watch me manage my own account!,https://www.udemy.com/bitcoin-tips/,165,All Levels,2.5 hours,Business Finance
706670,FOREX : Learn Technical Analysis,https://www.udemy.com/learn-technical-analysis-from-beginner-to-pro/,200,All Levels,18 hours,Business Finance
275294,FastTrack to Stock Trading Strategies,https://www.udemy.com/fasttrack-to-stock-trading-strategies/,25,All Levels,3.5 hours,Business Finance
594936,Algorithmic futures trading - Investing with no experience,https://www.udemy.com/algorithmic-futures-trading/,195,All Levels,1.5 hours,Business Finance
521342,Succeed in Forex Even if You Don't Know Where to Start!,https://www.udemy.com/forex-trading-for-beginners-live-fx-examples/,200,Beginner Level,19.5 hours,Business Finance
828740,Hedge Fund Accounting and Valuation,https://www.udemy.com/hedge-fund-accounting-and-valuation/,20,All Levels,34 mins,Business Finance
501960,"Binary, Forex, Stock and Bitcoin Trading Strategy",https://www.udemy.com/binary-forex-stock-and-bitcoin-trading-strategy/,0,All Levels,37 mins,Business Finance
486240,2 Easy Steps To Investment And Avoiding Traps,https://www.udemy.com/easy-steps-to-investment/,20,All Levels,1 hour,Business Finance
869652,Ethereum Course for Investors,https://www.udemy.com/how-to-purchase-store-and-profit-from-ethereuem/,40,All Levels,1 hour,Business Finance
1095700,Using Xero for your bookkeeping needs  do beautiful business,https://www.udemy.com/xero-101/,95,Beginner Level,1 hour,Business Finance
169662,Capital Market Immersion,https://www.udemy.com/capital-market-immersion/,195,All Levels,24.5 hours,Business Finance
1041522,Forex Trading :RSI Indicator-A Secret Weapon,https://www.udemy.com/forex-tradinglearn-rsi-indicator-to-trade-like-a-pro/,95,All Levels,1.5 hours,Business Finance
657130,"Trading Mindset, and Three Steps To Profitable Trading",https://www.udemy.com/trading-mindset-steps-to-profitable-trading/,20,Beginner Level,1.5 hours,Business Finance
774570,Professional Bookkeeping & Accounting 4:Trial Balance & More,https://www.udemy.com/professional-bookkeeping-accounting-4trial-balance-more/,35,All Levels,1 hour,Business Finance
1078520,"Internal Controls - Design, Implementation and Monitoring",https://www.udemy.com/internal-controls/,195,Beginner Level,6.5 hours,Business Finance
999262,Forex online live trading system (Special Offer),https://www.udemy.com/forex-trading-i-will-show-you-how-to-get-profit/,200,All Levels,5.5 hours,Business Finance
100526,Winning Options Trading System,https://www.udemy.com/winning-options-trading-system/,105,All Levels,7.5 hours,Business Finance
513046,Learn The ABC's Of Investing And Understanding True Financial Value,https://www.udemy.com/investing-101-guide/,20,All Levels,1.5 hours,Business Finance
309854,How to invest in Russian equity market,https://www.udemy.com/how-to-invest-in-russian-equity-market/,30,Intermediate Level,1.5 hours,Business Finance
580068,Handle difficult questions the bank manager will ask you,https://www.udemy.com/handle-difficult-questions-the-bank-manager-will-ask-you/,20,All Levels,1 hour,Business Finance
304410,Credit Control Procedures,https://www.udemy.com/credit-control/,20,All Levels,34 mins,Business Finance
782256,FMT: Forex Market Trader Certificate,https://www.udemy.com/fmtcertificate/,20,All Levels,2 hours,Business Finance
826912,Six Stage Negotiation,https://www.udemy.com/six-stage-negotiation-for-cash-collection/,30,All Levels,2.5 hours,Business Finance
313512,Financial Reporting - Fundamentals/Basics,https://www.udemy.com/financial-reporting-fundamentals/,20,Beginner Level,2.5 hours,Business Finance
759262,Decide whether to Invest in a Business ,https://www.udemy.com/decide-whether-to-invest-in-a-business/,20,Beginner Level,1 hour,Business Finance
359926,UK Tax Returns with HMRC,https://www.udemy.com/corporation-tax-returns-hmrc/,40,Beginner Level,1 hour,Business Finance
591724,Financial Market Environment & Investment Strategies,https://www.udemy.com/financial-market-environment-investment-strategies/,105,All Levels,1.5 hours,Business Finance
533458,How to Obtain a Business Loan,https://www.udemy.com/how-to-obtain-a-business-loan/,20,All Levels,34 mins,Business Finance
1064904,Evolution and Features of ETFs,https://www.udemy.com/evolution-and-features-of-etfs/,100,All Levels,43 mins,Business Finance
484134,Cost Accounting Operating Costing(Professional Course Level),https://www.udemy.com/operating-costing/,20,All Levels,1 hour,Business Finance
1046940,Trade RSI Breakout Strategy: Great Risk/Reward Ratio (Forex),https://www.udemy.com/trade-rsi-breakout-strategy-great-riskreward-ratio-forex/,200,All Levels,2 hours,Business Finance
1107954,"Day trading strategy for all level, with 72% success rate",https://www.udemy.com/1-shot-1kill/,95,All Levels,32 mins,Business Finance
455452,"Accounting, Finance and Banking - A Comprehensive Study",https://www.udemy.com/accounting-finance-and-banking-a-comprehensive-study/,180,All Levels,33 hours,Business Finance
1263966,Advanced Technical Analysis PART1!,https://www.udemy.com/advanced-technical-analysis-part1/,100,Intermediate Level,3 hours,Business Finance
658766,Advanced Financial Management for CA / CS / CFA /CPA Exams,https://www.udemy.com/advanced-financial-management-a-comprehensive-study/,150,All Levels,24.5 hours,Business Finance
927442,Learn the Foundations of Stocks and Options,https://www.udemy.com/learn-how-to-trade-stocks-and-options/,50,Beginner Level,7.5 hours,Business Finance
972126,Forex Trading Masterclass - Learn To Trade Better,https://www.udemy.com/forex-market-masterclass/,200,All Levels,3 hours,Business Finance
1031696,Introduction to Accounting - Analyzing Financial Statements,https://www.udemy.com/introduction-to-accounting-analyzing-financial-statements/,60,Intermediate Level,1 hour,Business Finance
742106,Credit Risk Analysis,https://www.udemy.com/credit-specific-analysis/,20,Intermediate Level,3.5 hours,Business Finance
355374,Fund Flow Analysis for CA / CFA / CPA Exams,https://www.udemy.com/learn-fund-flow-analysis/,25,Intermediate Level,1.5 hours,Business Finance
529828,Python for Trading & Investing,https://www.udemy.com/python-for-trading-investing/,95,All Levels,5 hours,Business Finance
538560,Stocks For Beginners - A Guide To Investing,https://www.udemy.com/stocks-for-beginners-a-guide-to-investing/,20,Beginner Level,1 hour,Business Finance
994666,Intro to Impact Investing,https://www.udemy.com/intro-to-impact-investing/,200,Beginner Level,32 mins,Business Finance
389108,Stock Market - Swing Trading Strategies for Wall Street,https://www.udemy.com/get-rich-to-a-millions-using-swing-trading-strategies/,50,All Levels,1 hour,Business Finance
38456,Essential Options: Strategies for Mastering the Stock Market,https://www.udemy.com/essentialoptions/,50,Intermediate Level,5 hours,Business Finance
282050,The Day Trader: Learn to Trade The Stock Market and Forex,https://www.udemy.com/day-trading-course/,20,All Levels,10.5 hours,Business Finance
607800,Introduction To The World Of Equity Finance,https://www.udemy.com/equity-finance-basics/,20,All Levels,2 hours,Business Finance
832410,Stock Technical Analysis with Excel,https://www.udemy.com/stock-technical-analysis-with-excel/,50,All Levels,7 hours,Business Finance
779000,Beginners Forex strategy,https://www.udemy.com/beginners-forex-strategy/,0,Beginner Level,1 hour,Business Finance
180372,Mortgage Backed Securities,https://www.udemy.com/mortgage-backed-securities/,50,All Levels,3.5 hours,Business Finance
429952,The Complete Financial Model Builder Course-Build 7 Models,https://www.udemy.com/the-complete-financial-model-builder-course-build-7-models/,75,All Levels,9 hours,Business Finance
172898,Fundamental Financial Math,https://www.udemy.com/fundamental-financial-math/,50,All Levels,2.5 hours,Business Finance
180360,Equity Swaps,https://www.udemy.com/equity-swaps/,50,All Levels,3 hours,Business Finance
713416,Proven Methods In Trading Candlestick Patterns,https://www.udemy.com/candlestick-patterns-winning-the-day-trading-game/,75,All Levels,1.5 hours,Business Finance
407658,Read financial statements as a stock investor,https://www.udemy.com/read-financial-statements-to-be-a-stock-investor/,20,Beginner Level,2 hours,Business Finance
572992,Investing: How to Fix Hidden Flaws Inside Your Portfolio,https://www.udemy.com/investing-how-to-fix-hidden-flaws-inside-your-portfolio/,195,All Levels,1 hour,Business Finance
192724,Certificate Program in Financial Accounting,https://www.udemy.com/certificate-program-in-financial-accounting/,50,All Levels,4.5 hours,Business Finance
469526,Trading Biotech Stocks - Understanding the Healthcare Sector,https://www.udemy.com/trading-biotech-stocks/,55,All Levels,1.5 hours,Business Finance
854764,Indian Contract Act 1872: Must for all Finance Professionals,https://www.udemy.com/indian-contract-act-1872must-know-for-finance-professionals/,20,All Levels,1 hour,Business Finance
754524,Fundraising Success: The Art & Science of Major Gifts,https://www.udemy.com/fundraising-success-the-art-science-of-major-gifts/,50,Intermediate Level,2.5 hours,Business Finance
851288,Smart Trading Techniques for Safe & Consistent Weekly Result,https://www.udemy.com/smart-trading-techniques-for-safe-consistent-weekly-result/,100,Intermediate Level,2.5 hours,Business Finance
363058,Technical Trading and Investing Made Easy,https://www.udemy.com/technical-trading-and-investing-made-easy/,40,Intermediate Level,1.5 hours,Business Finance
700080,Budgeting for Business,https://www.udemy.com/budgeting-for-business/,40,All Levels,2.5 hours,Business Finance
637452,Complete Guide to Business Loans,https://www.udemy.com/complete-guide-to-business-loans/,30,Beginner Level,1.5 hours,Business Finance
360916,Hot Trading Investing Strategy: ETF and Futures,https://www.udemy.com/learn-to-trade-stocks-and-futures-with-profitable-strategy/,50,All Levels,2.5 hours,Business Finance
375594,Financial Management - A Complete Study,https://www.udemy.com/financial-management-a-complete-study/,190,All Levels,71.5 hours,Business Finance
703770,MQL4 Programming for Traders: Build Robust Trading Robots!,https://www.udemy.com/algorithmic-trading-bootcamp-metatrader4/,195,All Levels,7 hours,Business Finance
602032,Ultimate Stock Market Investing: Learn How to Value Stocks,https://www.udemy.com/stock-investing/,50,All Levels,3.5 hours,Business Finance
475032,Collection of Advanced Options concepts for Options traders,https://www.udemy.com/advanced-options-concepts-for-options-stock-traders/,40,Expert Level,1 hour,Business Finance
925854,No Bull Investing: Investing 101 For Financial Freedom,https://www.udemy.com/no-bull-investing-investing-101-for-financial-freedom/,100,Beginner Level,6.5 hours,Business Finance
895936,Financial Modeling - Build Your Own 3 Statement Projection,https://www.udemy.com/financial-modelling-build-your-own-3-statement-projection/,20,Beginner Level,1 hour,Business Finance
399170,Small Business Owners: Drive a Productive Business and Grow,https://www.udemy.com/small-business-owners-drive-a-productive-business-and-grow/,20,Beginner Level,3 hours,Business Finance
593460,Successful Day Trading with Fibonacci,https://www.udemy.com/use-fibonacci-on-thinkorswim-to-day-trade/,200,All Levels,2 hours,Business Finance
1225564,Short Straddles - Exploit Earnings Option Volatility Crush,https://www.udemy.com/short-straddles-exploit-option-volatility-crush/,60,Expert Level,35 mins,Business Finance
774174,Bitcoin For Beginners: Your Quick Start Guide To Bitcoin,https://www.udemy.com/bitcoin-podcast/,0,All Levels,1 hour,Business Finance
294292,Technical Analysis 101: Ten Primary Candlestick Reversals,https://www.udemy.com/trading-stocks-successfully-01-ten-primary-reversal-patterns/,95,All Levels,7 hours,Business Finance
189160,Financial Analysis:  A Recipe for Success,https://www.udemy.com/financial-analysis-a-recipe-for-success/,0,All Levels,1.5 hours,Business Finance
1000136,"Basics of Fixed Income Valuation, CFA Level I 2017 Prep",https://www.udemy.com/basics-of-fixed-income-valuation-cfa-level-i-2017-prep/,20,Beginner Level,3.5 hours,Business Finance
1232382,Intro to Financial Statement Audits,https://www.udemy.com/intro-financial-statement-audits/,50,Intermediate Level,1.5 hours,Business Finance
1058530,"How to Get Growing, Passive Income from the Fortune 500!",https://www.udemy.com/how-to-get-growing-passive-income-from-the-fortune-500/,25,All Levels,1 hour,Business Finance
994118,Managing Budgets in the Public and Non Profit Sector,https://www.udemy.com/managing-budgets-in-the-public-and-non-profit-sector/,95,All Levels,2 hours,Business Finance
621014,System of Asset Management for Professionals (SAMP),https://www.udemy.com/professional_asset_management_system/,50,Expert Level,1 hour,Business Finance
673750,How to invest in Forex Trading & add an additional income,https://www.udemy.com/forex-truth-fundamentals-and-understanding/,50,All Levels,2 hours,Business Finance
390510,Tax made simple for Limited Company Owners and Contractors,https://www.udemy.com/tax-made-simple-for-limited-company-owners-and-contractors/,50,All Levels,3 hours,Business Finance
282044,Introduction to the 8 Pillars for Accountants,https://www.udemy.com/8-pillars-for-accountants-introduction/,20,Beginner Level,37 mins,Business Finance
118836,FX Trading for Beginners,https://www.udemy.com/fx-trading-for-beginners/,20,All Levels,1.5 hours,Business Finance
849632,Write a Successful Business Grant Proposal,https://www.udemy.com/write-a-successful-business-grant-proposal/,20,Beginner Level,2.5 hours,Business Finance
904240,A Guide To Trade Binary Options Like An Expert,https://www.udemy.com/a-guide-to-trade-binary-options-like-an-expert/,55,All Levels,1 hour,Business Finance
1165780,Ratio analysis for bankers and credit analysts,https://www.udemy.com/ratio-analysis-for-bankers-and-credit-analysts/,20,Beginner Level,3 hours,Business Finance
304424,Numbers for the  Business Plan,https://www.udemy.com/numbers-for-the-business-plan/,20,All Levels,1.5 hours,Business Finance
1246684,Dash Crypto Currency Technical and Trading Overview Bootcamp,https://www.udemy.com/introduction-to-dash-crypto-currency-technical-overview/,20,All Levels,1 hour,Business Finance
591880,1 - Concepts of Statistics For Beginners Step by Step,https://www.udemy.com/concepts-of-statistics/,200,Beginner Level,31 mins,Business Finance
155616,4. Ordinary Simple Annuities: The Basics,https://www.udemy.com/ordinary-simple-annuities-the-basics/,20,All Levels,1.5 hours,Business Finance
1185936,ﾘｧﾙ・ｯﾘｱﾙ畏ｳ ﾘｧﾙ・ｪﾘｹﾙ・館・韓ｩ ﾙ・ｳﾙ異・ﾘｧﾙ・・畏ｱﾙ・ｳ ﾙ畏ｧﾙ・｣ﾘｳﾙ畏ｧﾙ・ﾘｧﾙ・・ｧﾙ・韓ｩ ﾘｧﾙ・｣ﾘｮﾘｱﾙ・https://www.udemy.com/arabic-forex-education-by-pforex/,FALSE,368,20.5 hours,2017-04-25T15:02:33Z,0
65802,Financial Risk Manager (FRM) Certification: Level II,https://www.udemy.com/financial-risk-manager-frm-certification-level-ii/,50,All Levels,47 hours,Business Finance
229360,Level 1 2014 CFAﾂｮ Program 窶・Corporate Finance,https://www.udemy.com/level-1-2014-cfa-program-corporate-finance/,40,All Levels,3 hours,Business Finance
159388,3. Compound Interest ,https://www.udemy.com/compound-interest/,20,All Levels,2 hours,Business Finance
172298,8. Amortization Schedules,https://www.udemy.com/amortization-schedules/,20,All Levels,1 hour,Business Finance
570996,Finance Fundamentals for Non Finance Leaders,https://www.udemy.com/finance-fundamentals-for-business-leaders/,20,All Levels,1 hour,Business Finance
944594,Strategy layout and Backtesting,https://www.udemy.com/strategy-layout-and-backtesting/,200,Expert Level,4 hours,Business Finance
81064,Easy Forex and Futures Trading,https://www.udemy.com/easy-forex-and-futures-trading/,100,All Levels,14.5 hours,Business Finance
